Order Number,Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Id,Product Type,ProductId (Product),Product,Profit,Sales,State,Total Expenses,Type
CC9125,360,360,20,50,30,70,39,7/1/2011 0:00,380,65,Small Market,West,12,1,11,Tea,11,Darjeeling,40,103,Washington,33,Regular
CC9126,702,702,170,190,130,360,266,7/1/2011 0:00,1819,266,Small Market,West,74,1,12,Tea,12,Earl Grey,232,527,Nevada,91,Regular
CC9127,541,541,70,120,80,190,114,7/1/2011 0:00,822,172,Small Market,West,37,1,12,Tea,12,Earl Grey,144,283,Oregon,63,Regular
CC9128,801,801,20,50,30,70,44,7/1/2011 0:00,258,59,Small Market,West,14,1,12,Tea,12,Earl Grey,23,102,Utah,39,Regular
CC9129,509,509,20,40,30,60,36,7/1/2011 0:00,462,54,Small Market,West,11,1,12,Tea,12,Earl Grey,28,89,Washington,32,Regular
CC9130,775,775,170,-170,-250,0,270,7/1/2011 0:00,5230,-270,Small Market,West,102,1,13,Tea,13,Green Tea,-522,27,Nevada,126,Regular
CC9131,541,541,90,130,90,220,141,7/1/2011 0:00,692,195,Small Market,West,43,1,13,Tea,13,Green Tea,178,333,Oregon,61,Regular
CC9132,435,435,20,40,20,60,40,7/1/2011 0:00,219,49,Small Market,West,15,1,13,Tea,13,Green Tea,1,88,Utah,45,Regular
CC9133,360,360,30,40,0,70,47,7/1/2011 0:00,622,66,Small Market,West,42,1,13,Tea,13,Green Tea,-7,112,Washington,66,Regular
CC9134,720,720,130,200,160,330,132,8/1/2011 0:00,994,191,Major Market,Central,36,1,3,Coffee,3,Decaf Irish Cream,199,320,Colorado,44,Decaf
CC9135,309,309,160,230,170,390,154,8/1/2011 0:00,817,222,Major Market,Central,49,1,3,Coffee,3,Decaf Irish Cream,207,373,Illinois,67,Decaf
CC9136,513,513,30,60,10,90,37,8/1/2011 0:00,513,52,Major Market,Central,33,1,3,Coffee,3,Decaf Irish Cream,-15,88,Ohio,59,Decaf
CC9137,720,720,60,90,50,150,52,8/1/2011 0:00,662,79,Major Market,Central,17,1,6,Espresso,6,Decaf Espresso,41,130,Colorado,46,Decaf
CC9138,847,847,300,320,220,620,266,8/1/2011 0:00,1797,266,Major Market,Central,74,1,6,Espresso,6,Decaf Espresso,230,527,Illinois,92,Decaf
CC9139,216,216,50,70,20,120,49,8/1/2011 0:00,414,60,Major Market,Central,18,1,6,Espresso,6,Decaf Espresso,11,108,Ohio,48,Decaf
CC9140,719,719,120,130,80,250,145,8/1/2011 0:00,1292,146,Major Market,Central,40,1,8,Herbal Tea,8,Chamomile,113,288,Colorado,60,Decaf
CC9141,815,815,100,160,140,260,123,8/1/2011 0:00,941,178,Major Market,Central,34,1,8,Herbal Tea,8,Chamomile,182,298,Illinois,43,Decaf
CC9142,513,513,10,20,20,30,16,8/1/2011 0:00,484,25,Major Market,Central,4,1,8,Herbal Tea,8,Chamomile,12,41,Ohio,15,Decaf
CC9143,719,719,30,40,0,70,37,8/1/2011 0:00,513,52,Major Market,Central,33,1,9,Herbal Tea,9,Lemon,-14,88,Colorado,58,Decaf
CC9144,312,312,40,60,40,100,52,8/1/2011 0:00,554,68,Major Market,Central,17,1,9,Herbal Tea,9,Lemon,54,119,Illinois,27,Decaf
CC9145,513,513,10,30,30,40,22,8/1/2011 0:00,865,33,Major Market,Central,6,1,9,Herbal Tea,9,Lemon,22,55,Ohio,16,Decaf
CC9146,303,303,30,60,30,90,46,8/1/2011 0:00,415,62,Major Market,Central,15,1,10,Herbal Tea,10,Mint,28,107,Colorado,39,Decaf
CC9147,312,312,110,170,140,280,132,8/1/2011 0:00,994,191,Major Market,Central,36,1,10,Herbal Tea,10,Mint,197,320,Illinois,45,Decaf
CC9148,561,561,110,150,100,260,116,8/1/2011 0:00,678,161,Major Market,East,35,1,3,Coffee,3,Decaf Irish Cream,141,275,Florida,55,Decaf
CC9149,904,904,90,130,80,220,99,8/1/2011 0:00,565,132,Major Market,East,32,1,6,Espresso,6,Decaf Espresso,101,229,Florida,55,Decaf
CC9150,786,786,20,30,20,50,30,8/1/2011 0:00,581,39,Major Market,East,9,1,8,Herbal Tea,8,Chamomile,25,68,Florida,20,Decaf
CC9151,727,727,40,60,30,100,63,8/1/2011 0:00,397,77,Major Market,East,23,1,9,Herbal Tea,9,Lemon,28,139,Florida,53,Decaf
CC9152,978,978,30,50,20,80,49,8/1/2011 0:00,414,60,Major Market,East,18,1,9,Herbal Tea,9,Lemon,12,108,Massachusetts,47,Decaf
CC9153,212,212,210,290,180,500,284,8/1/2011 0:00,1565,369,Major Market,East,107,1,9,Herbal Tea,9,Lemon,316,647,New York,130,Decaf
CC9154,850,850,70,100,70,170,103,8/1/2011 0:00,1073,123,Major Market,East,31,1,10,Herbal Tea,10,Mint,97,224,Florida,49,Decaf
CC9155,718,718,230,-140,-230,90,311,8/1/2011 0:00,3422,-187,Major Market,East,96,1,10,Herbal Tea,10,Mint,-420,123,New York,109,Decaf
CC9156,469,469,60,90,70,150,52,8/1/2011 0:00,554,68,Major Market,South,17,1,3,Coffee,3,Decaf Irish Cream,54,119,Texas,27,Decaf
CC9157,469,469,80,130,110,210,100,8/1/2011 0:00,598,145,Major Market,South,28,1,6,Espresso,6,Decaf Espresso,145,243,Texas,37,Decaf
CC9158,817,817,40,60,30,100,46,8/1/2011 0:00,415,62,Major Market,South,15,1,8,Herbal Tea,8,Chamomile,26,107,Texas,40,Decaf
CC9159,210,210,30,50,30,80,34,8/1/2011 0:00,428,51,Major Market,South,10,1,9,Herbal Tea,9,Lemon,26,84,Texas,30,Decaf
CC9160,530,530,240,-40,-140,200,196,8/1/2011 0:00,3139,-30,Major Market,West,64,1,3,Coffee,3,Decaf Irish Cream,-189,165,California,100,Decaf
CC9161,909,909,280,370,250,650,295,8/1/2011 0:00,1714,392,Major Market,West,97,1,6,Espresso,6,Decaf Espresso,362,681,California,121,Decaf
CC9162,916,916,110,170,140,280,132,8/1/2011 0:00,994,191,Major Market,West,36,1,8,Herbal Tea,8,Chamomile,197,320,California,45,Decaf
CC9163,818,818,260,330,240,590,311,8/1/2011 0:00,1296,367,Major Market,West,96,1,9,Herbal Tea,9,Lemon,344,672,California,110,Decaf
CC9164,213,213,40,60,40,100,52,8/1/2011 0:00,554,68,Major Market,West,17,1,10,Herbal Tea,10,Mint,52,119,California,28,Decaf
CC9165,720,720,130,180,140,310,123,8/1/2011 0:00,941,178,Major Market,Central,34,1,1,Coffee,1,Amaretto,184,298,Colorado,42,Regular
CC9166,419,419,40,70,40,110,46,8/1/2011 0:00,415,62,Major Market,Central,15,1,1,Coffee,1,Amaretto,26,107,Ohio,40,Regular
CC9167,970,970,50,70,50,120,52,8/1/2011 0:00,554,68,Major Market,Central,17,1,2,Coffee,2,Columbian,54,119,Colorado,27,Regular
CC9168,224,224,200,290,190,490,196,8/1/2011 0:00,1167,271,Major Market,Central,64,1,2,Coffee,2,Columbian,225,463,Illinois,100,Regular
CC9169,330,330,30,50,30,80,34,8/1/2011 0:00,428,51,Major Market,Central,10,1,2,Coffee,2,Columbian,26,84,Ohio,30,Regular
CC9170,719,719,110,170,130,280,100,8/1/2011 0:00,598,145,Major Market,Central,28,1,5,Espresso,5,Caffe Mocha,145,243,Colorado,37,Regular
CC9171,773,773,340,470,340,810,295,8/1/2011 0:00,1714,392,Major Market,Central,97,1,5,Espresso,5,Caffe Mocha,362,681,Illinois,121,Regular
CC9172,513,513,160,180,120,340,145,8/1/2011 0:00,1292,146,Major Market,Central,40,1,5,Espresso,5,Caffe Mocha,112,288,Ohio,60,Regular
CC9173,720,720,40,50,10,90,49,8/1/2011 0:00,414,60,Major Market,Central,18,1,11,Tea,11,Darjeeling,12,108,Colorado,47,Regular
CC9174,312,312,80,130,100,210,100,8/1/2011 0:00,598,145,Major Market,Central,28,1,11,Tea,11,Darjeeling,145,243,Illinois,37,Regular
CC9175,614,614,90,160,100,250,114,8/1/2011 0:00,810,172,Major Market,Central,37,1,11,Tea,11,Darjeeling,142,283,Ohio,64,Regular
CC9176,720,720,30,50,20,80,41,8/1/2011 0:00,1046,50,Major Market,Central,12,1,12,Tea,12,Earl Grey,22,90,Colorado,32,Regular
CC9177,815,815,40,70,30,110,52,8/1/2011 0:00,662,79,Major Market,Central,17,1,12,Tea,12,Earl Grey,41,130,Illinois,46,Regular
CC9178,419,419,90,150,100,240,116,8/1/2011 0:00,678,161,Major Market,Central,35,1,12,Tea,12,Earl Grey,142,275,Ohio,54,Regular
CC9179,720,720,50,80,50,130,68,8/1/2011 0:00,587,87,Major Market,Central,22,1,13,Tea,13,Green Tea,73,154,Colorado,32,Regular
CC9180,954,954,100,170,120,270,114,8/1/2011 0:00,810,172,Major Market,East,37,1,2,Coffee,2,Columbian,144,283,Florida,63,Regular
CC9181,617,617,40,590,560,630,52,8/1/2011 0:00,-2033,612,Major Market,East,17,1,2,Coffee,2,Columbian,777,658,Massachusetts,46,Regular
CC9182,914,914,340,520,370,860,364,8/1/2011 0:00,2617,546,Major Market,East,127,1,2,Coffee,2,Columbian,508,902,New York,166,Regular
CC9183,941,941,120,190,60,310,133,8/1/2011 0:00,705,184,Major Market,East,120,1,5,Espresso,5,Caffe Mocha,48,314,Florida,139,Regular
CC9184,339,339,30,70,20,100,37,8/1/2011 0:00,540,68,Major Market,East,33,1,5,Espresso,5,Caffe Mocha,8,104,Massachusetts,58,Regular
CC9185,212,212,160,-90,-260,70,173,8/1/2011 0:00,2615,-95,Major Market,East,156,1,5,Espresso,5,Caffe Mocha,-392,77,New York,176,Regular
CC9186,857,857,130,150,100,280,145,8/1/2011 0:00,1292,146,Major Market,East,40,1,7,Espresso,7,Regular Espresso,113,288,Massachusetts,60,Regular
CC9187,585,585,250,280,190,530,266,8/1/2011 0:00,1319,277,Major Market,East,74,1,7,Espresso,7,Regular Espresso,247,538,New York,91,Regular
CC9188,954,954,40,80,60,120,46,8/1/2011 0:00,880,68,Major Market,East,12,1,11,Tea,11,Darjeeling,61,113,Florida,22,Regular
CC9189,508,508,20,30,20,50,22,8/1/2011 0:00,865,33,Major Market,East,6,1,11,Tea,11,Darjeeling,22,55,Massachusetts,16,Regular
CC9190,646,646,130,210,170,340,132,8/1/2011 0:00,994,191,Major Market,East,36,1,11,Tea,11,Darjeeling,199,320,New York,44,Regular
CC9191,716,716,130,190,150,320,123,8/1/2011 0:00,941,178,Major Market,East,34,1,12,Tea,12,Earl Grey,184,298,New York,42,Regular
CC9192,904,904,60,100,80,160,63,8/1/2011 0:00,864,91,Major Market,East,17,1,13,Tea,13,Green Tea,87,153,Florida,26,Regular
CC9193,781,781,10,30,20,40,16,8/1/2011 0:00,484,25,Major Market,East,4,1,13,Tea,13,Green Tea,12,41,Massachusetts,15,Regular
CC9194,845,845,100,160,130,260,100,8/1/2011 0:00,598,145,Major Market,East,28,1,13,Tea,13,Green Tea,145,243,New York,37,Regular
CC9195,940,940,390,450,340,840,311,8/1/2011 0:00,1296,367,Major Market,South,96,1,2,Coffee,2,Columbian,345,672,Texas,109,Regular
CC9196,817,817,40,70,40,110,52,8/1/2011 0:00,-587,79,Major Market,South,17,1,4,Espresso,4,Caffe Latte,41,130,Texas,46,Regular
CC9197,210,210,100,150,120,250,123,8/1/2011 0:00,941,178,Major Market,South,34,1,5,Espresso,5,Caffe Mocha,184,298,Texas,42,Regular
CC9198,858,858,190,-90,-150,100,154,8/1/2011 0:00,2105,-67,Major Market,West,49,1,1,Coffee,1,Amaretto,-192,86,California,67,Regular
CC9199,213,213,450,680,520,1130,364,8/1/2011 0:00,2617,546,Major Market,West,127,1,2,Coffee,2,Columbian,508,902,California,166,Regular
CC9200,213,213,250,260,170,510,266,8/1/2011 0:00,1797,266,Major Market,West,74,1,4,Espresso,4,Caffe Latte,230,527,California,92,Regular
CC9201,951,951,160,230,60,390,173,8/1/2011 0:00,927,239,Major Market,West,156,1,5,Espresso,5,Caffe Mocha,69,408,California,176,Regular
CC9202,805,805,80,120,100,200,123,8/1/2011 0:00,941,178,Major Market,West,34,1,11,Tea,11,Darjeeling,184,298,California,42,Regular
CC9203,760,760,60,100,90,160,100,8/1/2011 0:00,598,145,Major Market,West,28,1,12,Tea,12,Earl Grey,145,243,California,37,Regular
CC9204,650,650,30,50,20,80,52,8/1/2011 0:00,662,79,Major Market,West,17,1,13,Tea,13,Green Tea,41,130,California,46,Regular
CC9205,641,641,10,20,10,30,14,8/1/2011 0:00,602,18,Small Market,Central,4,1,3,Coffee,3,Decaf Irish Cream,1,32,Iowa,16,Decaf
CC9206,417,417,50,60,30,110,50,8/1/2011 0:00,1064,60,Small Market,Central,15,1,3,Coffee,3,Decaf Irish Cream,33,109,Missouri,33,Decaf
CC9207,715,715,100,140,90,240,99,8/1/2011 0:00,565,132,Small Market,Central,32,1,3,Coffee,3,Decaf Irish Cream,101,229,Wisconsin,55,Decaf
CC9208,563,563,0,50,40,50,0,8/1/2011 0:00,516,43,Small Market,Central,0,1,6,Espresso,6,Decaf Espresso,43,43,Iowa,11,Decaf
CC9209,573,573,30,60,50,90,32,8/1/2011 0:00,841,48,Small Market,Central,8,1,6,Espresso,6,Decaf Espresso,39,79,Missouri,19,Decaf
CC9210,262,262,30,50,30,80,30,8/1/2011 0:00,581,39,Small Market,Central,9,1,6,Espresso,6,Decaf Espresso,25,68,Wisconsin,20,Decaf
CC9211,515,515,250,350,250,600,295,8/1/2011 0:00,1714,392,Small Market,Central,97,1,8,Herbal Tea,8,Chamomile,362,681,Iowa,121,Decaf
CC9212,636,636,50,80,20,130,63,8/1/2011 0:00,332,88,Small Market,Central,57,1,8,Herbal Tea,8,Chamomile,3,150,Missouri,80,Decaf
CC9213,414,414,40,70,50,110,47,8/1/2011 0:00,366,79,Small Market,Central,14,1,8,Herbal Tea,8,Chamomile,57,125,Wisconsin,35,Decaf
CC9214,515,515,130,200,150,330,154,8/1/2011 0:00,817,222,Small Market,Central,49,1,9,Herbal Tea,9,Lemon,208,373,Iowa,66,Decaf
CC9215,816,816,100,20,-20,120,120,8/1/2011 0:00,1439,19,Small Market,Central,37,1,9,Herbal Tea,9,Lemon,-57,138,Missouri,56,Decaf
CC9216,262,262,50,80,70,130,63,8/1/2011 0:00,864,91,Small Market,Central,17,1,9,Herbal Tea,9,Lemon,87,153,Wisconsin,26,Decaf
CC9217,203,203,40,50,20,90,42,8/1/2011 0:00,384,56,Small Market,East,13,1,6,Espresso,6,Decaf Espresso,22,97,Connecticut,37,Decaf
CC9218,959,959,50,70,30,120,72,8/1/2011 0:00,606,88,Small Market,East,27,1,9,Herbal Tea,9,Lemon,39,159,Connecticut,56,Decaf
CC9219,603,603,20,40,10,60,38,8/1/2011 0:00,248,48,Small Market,East,14,1,9,Herbal Tea,9,Lemon,1,85,New Hampshire,44,Decaf
CC9220,475,475,30,50,30,80,50,8/1/2011 0:00,1064,60,Small Market,East,15,1,10,Herbal Tea,10,Mint,33,109,Connecticut,33,Decaf
CC9221,985,985,70,120,100,190,63,8/1/2011 0:00,864,91,Small Market,South,17,1,3,Coffee,3,Decaf Irish Cream,87,153,Louisiana,26,Decaf
CC9222,505,505,150,20,-30,170,120,8/1/2011 0:00,1439,19,Small Market,South,37,1,3,Coffee,3,Decaf Irish Cream,-58,138,New Mexico,57,Decaf
CC9223,918,918,20,40,30,60,22,8/1/2011 0:00,865,33,Small Market,South,6,1,3,Coffee,3,Decaf Irish Cream,22,55,Oklahoma,16,Decaf
CC9224,504,504,30,40,20,70,36,8/1/2011 0:00,458,54,Small Market,South,11,1,6,Espresso,6,Decaf Espresso,29,89,Louisiana,31,Decaf
CC9225,505,505,30,60,30,90,45,8/1/2011 0:00,253,60,Small Market,South,14,1,6,Espresso,6,Decaf Espresso,25,104,New Mexico,39,Decaf
CC9226,580,580,90,150,100,240,114,8/1/2011 0:00,810,172,Small Market,South,37,1,6,Espresso,6,Decaf Espresso,142,283,Oklahoma,64,Decaf
CC9227,504,504,70,100,70,170,77,8/1/2011 0:00,581,99,Small Market,South,25,1,8,Herbal Tea,8,Chamomile,84,174,Louisiana,35,Decaf
CC9228,505,505,20,40,30,60,25,8/1/2011 0:00,851,38,Small Market,South,7,1,8,Herbal Tea,8,Chamomile,26,62,New Mexico,18,Decaf
CC9229,918,918,60,70,20,130,63,8/1/2011 0:00,397,77,Small Market,South,23,1,8,Herbal Tea,8,Chamomile,28,139,Oklahoma,53,Decaf
CC9230,225,225,60,90,40,150,72,8/1/2011 0:00,606,88,Small Market,South,27,1,9,Herbal Tea,9,Lemon,39,159,Louisiana,56,Decaf
CC9231,505,505,30,50,20,80,41,8/1/2011 0:00,1007,49,Small Market,South,12,1,9,Herbal Tea,9,Lemon,21,89,New Mexico,32,Decaf
CC9232,405,405,120,190,60,310,133,8/1/2011 0:00,705,184,Small Market,South,120,1,9,Herbal Tea,9,Lemon,47,314,Oklahoma,140,Decaf
CC9233,702,702,50,60,30,110,41,8/1/2011 0:00,1007,49,Small Market,West,12,1,3,Coffee,3,Decaf Irish Cream,22,89,Nevada,31,Decaf
CC9234,503,503,40,60,40,100,34,8/1/2011 0:00,428,51,Small Market,West,10,1,3,Coffee,3,Decaf Irish Cream,26,84,Oregon,30,Decaf
CC9235,801,801,90,110,60,200,72,8/1/2011 0:00,606,88,Small Market,West,27,1,3,Coffee,3,Decaf Irish Cream,37,159,Utah,57,Decaf
CC9236,360,360,160,230,100,390,133,8/1/2011 0:00,705,184,Small Market,West,120,1,3,Coffee,3,Decaf Irish Cream,47,314,Washington,140,Decaf
CC9237,775,775,20,30,20,50,23,8/1/2011 0:00,806,35,Small Market,West,6,1,6,Espresso,6,Decaf Espresso,23,57,Nevada,17,Decaf
CC9238,541,541,130,140,90,270,145,8/1/2011 0:00,1292,146,Small Market,West,40,1,6,Espresso,6,Decaf Espresso,112,288,Oregon,60,Decaf
CC9239,435,435,30,40,30,70,34,8/1/2011 0:00,890,49,Small Market,West,9,1,6,Espresso,6,Decaf Espresso,39,82,Utah,20,Decaf
CC9240,425,425,90,120,90,210,103,8/1/2011 0:00,1073,123,Small Market,West,31,1,6,Espresso,6,Decaf Espresso,98,224,Washington,48,Decaf
CC9241,702,702,140,220,70,360,173,8/1/2011 0:00,927,239,Small Market,West,156,1,8,Herbal Tea,8,Chamomile,68,408,Nevada,177,Decaf
CC9242,971,971,20,30,30,50,25,8/1/2011 0:00,826,37,Small Market,West,7,1,8,Herbal Tea,8,Chamomile,26,61,Oregon,17,Decaf
CC9243,435,435,50,80,60,130,61,8/1/2011 0:00,322,90,Small Market,West,19,1,8,Herbal Tea,8,Chamomile,68,150,Utah,38,Decaf
CC9244,253,253,70,120,80,190,90,8/1/2011 0:00,1139,135,Small Market,West,29,1,8,Herbal Tea,8,Chamomile,104,223,Washington,56,Decaf
CC9245,775,775,160,250,170,410,196,8/1/2011 0:00,1167,271,Small Market,West,64,1,9,Herbal Tea,9,Lemon,225,463,Nevada,100,Decaf
CC9246,541,541,50,80,60,130,68,8/1/2011 0:00,587,87,Small Market,West,22,1,9,Herbal Tea,9,Lemon,73,154,Oregon,32,Decaf
CC9247,435,435,50,90,60,140,64,8/1/2011 0:00,460,96,Small Market,West,21,1,9,Herbal Tea,9,Lemon,61,159,Utah,48,Decaf
CC9248,360,360,40,60,50,100,48,8/1/2011 0:00,839,70,Small Market,West,13,1,9,Herbal Tea,9,Lemon,62,117,Washington,23,Decaf
CC9249,775,775,130,200,150,330,154,8/1/2011 0:00,817,222,Small Market,West,49,1,10,Herbal Tea,10,Mint,207,373,Nevada,67,Decaf
CC9250,801,801,100,20,-30,120,120,8/1/2011 0:00,1439,19,Small Market,West,37,1,10,Herbal Tea,10,Mint,-57,138,Utah,56,Decaf
CC9251,319,319,20,40,30,60,25,8/1/2011 0:00,851,38,Small Market,Central,7,1,1,Coffee,1,Amaretto,26,62,Iowa,18,Regular
CC9252,414,414,60,80,30,140,63,8/1/2011 0:00,397,77,Small Market,Central,23,1,1,Coffee,1,Amaretto,29,139,Wisconsin,52,Regular
CC9253,319,319,40,50,20,90,41,8/1/2011 0:00,1007,49,Small Market,Central,12,1,2,Coffee,2,Columbian,21,89,Iowa,32,Regular
CC9254,660,660,70,90,40,160,72,8/1/2011 0:00,606,88,Small Market,Central,27,1,2,Coffee,2,Columbian,37,159,Missouri,57,Regular
CC9255,920,920,140,190,60,330,133,8/1/2011 0:00,705,184,Small Market,Central,120,1,2,Coffee,2,Columbian,48,314,Wisconsin,139,Regular
CC9256,563,563,20,40,30,60,23,8/1/2011 0:00,806,35,Small Market,Central,6,1,5,Espresso,5,Caffe Mocha,25,57,Iowa,16,Regular
CC9257,636,636,30,60,40,90,34,8/1/2011 0:00,890,49,Small Market,Central,9,1,5,Espresso,5,Caffe Mocha,40,82,Missouri,19,Regular
CC9258,715,715,110,150,100,260,103,8/1/2011 0:00,1073,123,Small Market,Central,31,1,5,Espresso,5,Caffe Mocha,97,224,Wisconsin,49,Regular
CC9259,319,319,220,240,150,460,266,8/1/2011 0:00,1797,266,Small Market,Central,74,1,11,Tea,11,Darjeeling,230,527,Iowa,92,Regular
CC9260,573,573,30,60,30,90,45,8/1/2011 0:00,253,60,Small Market,Central,14,1,11,Tea,11,Darjeeling,26,104,Missouri,38,Regular
CC9261,715,715,30,40,10,70,36,8/1/2011 0:00,458,54,Small Market,Central,11,1,11,Tea,11,Darjeeling,28,89,Wisconsin,32,Regular
CC9262,515,515,240,310,180,550,284,8/1/2011 0:00,1809,348,Small Market,Central,107,1,12,Tea,12,Earl Grey,286,626,Iowa,131,Regular
CC9263,314,314,20,30,-10,50,29,8/1/2011 0:00,215,36,Small Market,Central,11,1,12,Tea,12,Earl Grey,-12,64,Missouri,42,Regular
CC9264,715,715,30,60,10,90,44,8/1/2011 0:00,617,61,Small Market,Central,39,1,12,Tea,12,Earl Grey,-10,104,Wisconsin,63,Regular
CC9265,573,573,30,40,0,70,38,8/1/2011 0:00,248,48,Small Market,Central,14,1,13,Tea,13,Green Tea,1,85,Missouri,44,Regular
CC9266,603,603,50,90,70,140,61,8/1/2011 0:00,322,90,Small Market,East,19,1,1,Coffee,1,Amaretto,66,150,New Hampshire,39,Regular
CC9267,203,203,80,130,90,210,90,8/1/2011 0:00,1139,135,Small Market,East,29,1,2,Coffee,2,Columbian,104,223,Connecticut,56,Regular
CC9268,603,603,60,90,60,150,64,8/1/2011 0:00,460,96,Small Market,East,21,1,2,Coffee,2,Columbian,61,159,New Hampshire,48,Regular
CC9269,475,475,40,60,10,100,44,8/1/2011 0:00,617,61,Small Market,East,39,1,5,Espresso,5,Caffe Mocha,-11,104,Connecticut,64,Regular
CC9270,603,603,60,80,10,140,63,8/1/2011 0:00,332,88,Small Market,East,57,1,5,Espresso,5,Caffe Mocha,1,150,New Hampshire,81,Regular
CC9271,603,603,20,40,0,60,29,8/1/2011 0:00,215,36,Small Market,East,11,1,7,Espresso,7,Regular Espresso,-12,64,New Hampshire,42,Regular
CC9272,959,959,30,50,40,80,34,8/1/2011 0:00,890,49,Small Market,East,9,1,11,Tea,11,Darjeeling,39,82,Connecticut,20,Regular
CC9273,603,603,20,40,30,60,25,8/1/2011 0:00,851,38,Small Market,East,7,1,11,Tea,11,Darjeeling,28,62,New Hampshire,17,Regular
CC9274,203,203,20,30,20,50,19,8/1/2011 0:00,811,28,Small Market,East,5,1,13,Tea,13,Green Tea,17,47,Connecticut,15,Regular
CC9275,603,603,0,40,30,40,0,8/1/2011 0:00,516,43,Small Market,East,0,1,13,Tea,13,Green Tea,43,43,New Hampshire,11,Regular
CC9276,504,504,60,80,60,140,48,8/1/2011 0:00,839,70,Small Market,South,13,1,2,Coffee,2,Columbian,63,117,Louisiana,22,Regular
CC9277,505,505,80,120,70,200,64,8/1/2011 0:00,460,96,Small Market,South,21,1,2,Coffee,2,Columbian,61,159,New Mexico,48,Regular
CC9278,580,580,80,110,80,190,68,8/1/2011 0:00,587,87,Small Market,South,22,1,2,Coffee,2,Columbian,73,154,Oklahoma,32,Regular
CC9279,337,337,30,60,10,90,44,8/1/2011 0:00,-508,61,Small Market,South,39,1,4,Espresso,4,Caffe Latte,-10,104,Louisiana,63,Regular
CC9280,505,505,20,30,0,50,29,8/1/2011 0:00,-347,36,Small Market,South,11,1,4,Espresso,4,Caffe Latte,-11,64,New Mexico,41,Regular
CC9281,918,918,90,140,100,230,116,8/1/2011 0:00,-1278,161,Small Market,South,35,1,4,Espresso,4,Caffe Latte,141,275,Oklahoma,55,Regular
CC9282,318,318,40,60,40,100,47,8/1/2011 0:00,366,79,Small Market,South,14,1,5,Espresso,5,Caffe Mocha,57,125,Louisiana,35,Regular
CC9283,505,505,50,70,0,120,63,8/1/2011 0:00,332,88,Small Market,South,57,1,5,Espresso,5,Caffe Mocha,3,150,New Mexico,80,Regular
CC9284,580,580,10,20,20,30,16,8/1/2011 0:00,484,25,Small Market,South,4,1,5,Espresso,5,Caffe Mocha,14,41,Oklahoma,14,Regular
CC9285,971,971,40,70,20,110,37,8/1/2011 0:00,513,52,Small Market,West,33,1,1,Coffee,1,Amaretto,-15,88,Oregon,59,Regular
CC9286,435,435,60,70,40,130,50,8/1/2011 0:00,1064,60,Small Market,West,15,1,1,Coffee,1,Amaretto,33,109,Utah,33,Regular
CC9287,775,775,40,60,20,100,38,8/1/2011 0:00,248,48,Small Market,West,14,1,2,Coffee,2,Columbian,1,85,Nevada,44,Regular
CC9288,971,971,50,90,40,140,47,8/1/2011 0:00,474,67,Small Market,West,15,1,2,Coffee,2,Columbian,11,113,Oregon,55,Regular
CC9289,435,435,50,70,40,120,42,8/1/2011 0:00,384,56,Small Market,West,13,1,2,Coffee,2,Columbian,21,97,Utah,38,Regular
CC9290,425,425,100,160,120,260,86,8/1/2011 0:00,454,125,Small Market,West,27,1,2,Coffee,2,Columbian,105,209,Washington,46,Regular
CC9291,775,775,0,40,30,40,0,8/1/2011 0:00,516,43,Small Market,West,0,1,4,Espresso,4,Caffe Latte,44,43,Nevada,10,Regular
CC9292,541,541,40,60,20,100,49,8/1/2011 0:00,414,60,Small Market,West,18,1,4,Espresso,4,Caffe Latte,12,108,Oregon,47,Regular
CC9293,435,435,30,40,30,70,32,8/1/2011 0:00,841,48,Small Market,West,8,1,4,Espresso,4,Caffe Latte,39,79,Utah,19,Regular
CC9294,425,425,20,40,30,60,30,8/1/2011 0:00,581,39,Small Market,West,9,1,4,Espresso,4,Caffe Latte,23,68,Washington,20,Regular
CC9295,702,702,20,40,30,60,25,8/1/2011 0:00,851,38,Small Market,West,7,1,5,Espresso,5,Caffe Mocha,26,62,Nevada,18,Regular
CC9296,971,971,40,60,30,100,46,8/1/2011 0:00,415,62,Small Market,West,15,1,5,Espresso,5,Caffe Mocha,26,107,Oregon,40,Regular
CC9297,435,435,70,90,60,160,77,8/1/2011 0:00,581,99,Small Market,West,25,1,5,Espresso,5,Caffe Mocha,86,174,Utah,34,Regular
CC9298,360,360,60,70,20,130,63,8/1/2011 0:00,397,77,Small Market,West,23,1,5,Espresso,5,Caffe Mocha,28,139,Washington,53,Regular
CC9299,702,702,190,270,190,460,295,8/1/2011 0:00,1714,392,Small Market,West,97,1,11,Tea,11,Darjeeling,362,681,Nevada,121,Regular
CC9300,541,541,10,10,10,20,16,8/1/2011 0:00,484,25,Small Market,West,4,1,11,Tea,11,Darjeeling,12,41,Oregon,15,Regular
CC9301,435,435,40,60,10,100,63,8/1/2011 0:00,332,88,Small Market,West,57,1,11,Tea,11,Darjeeling,3,150,Utah,80,Regular
CC9302,425,425,30,50,30,80,47,8/1/2011 0:00,366,79,Small Market,West,14,1,11,Tea,11,Darjeeling,58,125,Washington,34,Regular
